continent,location,date,population,rolling_people_vaccinated,rolling_people_vaccinated_percentage
Asia,Laos,2020-06-20,7275556,NULL,0.00
Asia,Vietnam,2020-11-17,97338583,NULL,0.00
Oceania,Papua New Guinea,2020-11-09,8947027,NULL,0.00
Europe,United Kingdom,2020-05-10,67886004,NULL,0.00
Africa,Rwanda,2020-07-01,12952209,NULL,0.00
Africa,Gambia,2020-06-27,2416664,NULL,0.00
Europe,Ireland,2020-10-09,4937796,NULL,0.00
Europe,Serbia,2021-01-19,6804596,NULL,0.00
Asia,Sri Lanka,2020-01-29,21413250,NULL,0.00
South America,Uruguay,2020-10-26,3473727,NULL,0.00
Africa,Burundi,2020-12-06,11890781,NULL,0.00
South America,Chile,2020-07-07,19116209,NULL,0.00
Africa,Namibia,2021-02-01,2540916,NULL,0.00
Asia,Syria,2020-11-03,17500657,NULL,0.00
North America,Turks and Caicos Islands,2021-02-11,38718,NULL,0.00
North America,Antigua and Barbuda,2020-09-17,97928,NULL,0.00
Africa,Burkina Faso,2021-03-16,20903278,NULL,0.00
North America,Jamaica,2020-06-12,2961161,NULL,0.00
Asia,South Korea,2020-12-01,51269183,NULL,0.00
Europe,France,2020-03-16,68147687,NULL,0.00
Asia,Georgia,2020-12-27,3989175,NULL,0.00
Asia,Kuwait,2020-05-05,4270563,NULL,0.00
North America,Panama,2020-07-04,4314768,NULL,0.00
North America,Dominica,2020-10-04,71991,NULL,0.00
Europe,Montenegro,2020-09-28,628062,NULL,0.00
Africa,Mozambique,2021-01-03,31255435,NULL,0.00
North America,Saint Lucia,2021-04-12,183629,NULL,0.00
Asia,Bangladesh,2020-06-30,164689383,NULL,0.00
South America,Colombia,2020-12-27,50882884,NULL,0.00
Africa,Equatorial Guinea,2021-01-28,1402985,NULL,0.00
Asia,Mongolia,2021-01-23,3278292,NULL,0.00
Asia,Oman,2020-06-15,5106622,NULL,0.00
Asia,Taiwan,2021-02-24,23816775,NULL,0.00
Asia,Thailand,2020-04-23,69799978,NULL,0.00
Asia,Japan,2020-10-08,126476458,NULL,0.00
Europe,Estonia,2020-07-05,1326539,NULL,0.00
Asia,Singapore,2020-09-10,5850343,NULL,0.00
Europe,Slovakia,2020-11-29,5459643,NULL,0.00
Asia,Tajikistan,2021-01-05,9537642,NULL,0.00
Africa,Central African Republic,2020-07-01,4829764,NULL,0.00
Europe,Belgium,2020-09-10,11589616,NULL,0.00
Asia,Cambodia,2021-02-02,16718971,NULL,0.00
Asia,Iraq,2020-07-11,40222503,NULL,0.00
Africa,Mauritius,2021-03-13,1271767,NULL,0.00
North America,Nicaragua,2020-12-30,6624554,NULL,0.00
Oceania,Samoa,2021-03-05,198410,NULL,0.00
Africa,Seychelles,2021-04-07,98340,NULL,0.00
Asia,Taiwan,2020-03-12,23816775,NULL,0.00
North America,Grenada,2021-02-18,112519,NULL,0.00
North America,Honduras,2020-08-26,9904608,NULL,0.00
Asia,China,2020-06-10,1439323774,NULL,0.00
Africa,Eswatini,2020-04-02,1160164,NULL,0.00
Oceania,Fiji,2020-06-14,896444,NULL,0.00
Africa,Senegal,2020-07-29,16743930,NULL,0.00
Africa,Angola,2020-12-12,32866268,NULL,0.00
South America,Brazil,2020-05-10,212559409,NULL,0.00
Africa,Chad,2020-05-29,16425859,NULL,0.00
North America,Saint Vincent and the Grenadines,2021-04-13,110947,NULL,0.00
Asia,Singapore,2020-08-17,5850343,NULL,0.00
Africa,Somalia,2020-07-16,15893219,NULL,0.00
Europe,Bosnia and Herzegovina,2020-05-24,3280815,NULL,0.00
Africa,Mauritania,2020-03-24,4649660,NULL,0.00
Europe,North Macedonia,2020-08-16,2083380,NULL,0.00
Asia,South Korea,2020-06-06,51269183,NULL,0.00
Africa,Burundi,2020-06-11,11890781,NULL,0.00
Asia,Lebanon,2020-11-13,6825442,NULL,0.00
North America,Bahamas,2020-06-17,393248,NULL,0.00
Africa,Cote d'Ivoire,2020-06-14,26378275,NULL,0.00
Asia,Jordan,2020-08-03,10203140,NULL,0.00
Europe,Monaco,2020-03-29,39244,NULL,0.00
North America,Saint Kitts and Nevis,2020-07-20,53192,NULL,0.00
Africa,Seychelles,2020-10-11,98340,NULL,0.00
Oceania,Solomon Islands,2020-12-31,686878,NULL,0.00
Europe,Belarus,2020-11-27,9449321,NULL,0.00
Asia,Iran,2020-08-11,83992953,NULL,0.00
Asia,Iraq,2020-06-17,40222503,NULL,0.00
Africa,Kenya,2020-10-09,53771300,NULL,0.00
Europe,Latvia,2020-12-15,1886202,NULL,0.00
Europe,Moldova,2020-04-29,4033963,NULL,0.00
Asia,Myanmar,2020-06-07,54409794,NULL,0.00
Africa,South Africa,2021-01-07,59308690,NULL,0.00
South America,Suriname,2020-12-09,586634,NULL,0.00
Europe,Sweden,2020-07-23,10099270,NULL,0.00
Asia,Syria,2021-04-30,17500657,NULL,0.00
Asia,Brunei,2021-01-17,437483,NULL,0.00
Asia,Macao,2021-02-13,649342,NULL,0.00
Europe,Finland,2020-09-24,5540718,NULL,0.00
North America,Haiti,2020-04-02,11402533,NULL,0.00
Oceania,Marshall Islands,2020-12-13,59194,NULL,0.00
North America,Mexico,2020-07-22,128932753,NULL,0.00
Africa,Senegal,2021-01-23,16743930,NULL,0.00
Africa,Gabon,2021-03-28,2225728,NULL,0.00
Europe,Germany,2020-04-11,83783945,NULL,0.00
Europe,Malta,2020-05-12,441539,NULL,0.00
Africa,Mali,2020-11-26,20250834,NULL,0.00
Africa,Niger,2020-11-03,24206636,NULL,0.00
Asia,Turkey,2021-01-02,84339067,NULL,0.00
Europe,Vatican,2020-08-05,809,NULL,0.00
Asia,Bangladesh,2020-12-25,164689383,NULL,0.00
Africa,Central African Republic,2020-12-26,4829764,NULL,0.00
Europe,Ireland,2020-04-14,4937796,NULL,0.00
North America,Panama,2021-01-05,4314768,NULL,0.00
North America,Trinidad and Tobago,2021-02-05,1399491,NULL,0.00
Europe,Andorra,2021-01-17,77265,NULL,0.00
Asia,Bangladesh,2020-05-30,164689383,NULL,0.00
Europe,Bulgaria,2020-10-15,6948445,NULL,0.00
Europe,Ireland,2020-11-09,4937796,NULL,0.00
Asia,Sri Lanka,2020-02-29,21413250,NULL,0.00
Asia,Azerbaijan,2020-03-15,10139175,NULL,0.00
Europe,Belarus,2020-10-27,9449321,NULL,0.00
Africa,Kenya,2020-09-08,53771300,NULL,0.00
Asia,Myanmar,2020-05-07,54409794,NULL,0.00
Asia,Pakistan,2020-06-10,220892331,NULL,0.00
Europe,Poland,2020-04-14,37846605,NULL,0.00
North America,Antigua and Barbuda,2020-11-01,97928,NULL,0.00
South America,Guyana,2021-03-04,786559,NULL,0.00
Asia,Kazakhstan,2020-11-17,18776707,NULL,0.00
Europe,United Kingdom,2020-12-05,67886004,NULL,0.00
North America,Anguilla,2021-03-31,15002,NULL,0.00
Africa,Democratic Republic of Congo,2020-08-29,89561404,NULL,0.00
Africa,Gambia,2020-09-04,2416664,NULL,0.00
North America,Saint Vincent and the Grenadines,2020-08-09,110947,NULL,0.00
Africa,Burkina Faso,2020-11-27,20903278,NULL,0.00
North America,Honduras,2020-03-15,9904608,NULL,0.00
Africa,Morocco,2020-12-14,36910558,NULL,0.00
Oceania,Papua New Guinea,2020-07-16,8947027,NULL,0.00
Africa,Chad,2021-03-29,16425859,NULL,0.00
Europe,Greece,2020-11-25,10423056,NULL,0.00
Asia,India,2020-01-30,1380004385,NULL,0.00
Africa,Niger,2020-06-23,24206636,NULL,0.00
Europe,Norway,2020-02-23,5421242,NULL,0.00
Asia,Bahrain,2020-08-06,1701583,NULL,0.00
Asia,Palestine,2020-10-07,5101416,NULL,0.00
Africa,Seychelles,2020-06-07,98340,NULL,0.00
Africa,Somalia,2021-02-10,15893219,NULL,0.00
Asia,Vietnam,2020-12-25,97338583,NULL,0.00
Africa,Gabon,2021-02-11,2225728,NULL,0.00
Asia,Georgia,2020-08-16,3989175,NULL,0.00
Africa,Ghana,2021-03-14,31072945,NULL,0.00
Europe,Iceland,2020-11-09,341250,NULL,0.00
North America,Jamaica,2020-04-28,2961161,NULL,0.00
Oceania,Papua New Guinea,2020-12-17,8947027,NULL,0.00
Asia,South Korea,2020-10-17,51269183,NULL,0.00
Africa,Tunisia,2020-10-19,11818618,NULL,0.00
Europe,Vatican,2020-06-28,809,NULL,0.00
Africa,Burundi,2020-10-22,11890781,NULL,0.00
North America,Cuba,2020-04-09,11326616,NULL,0.00
Africa,Angola,2020-08-01,32866268,NULL,0.00
Asia,Bhutan,2020-05-02,771612,NULL,0.00
Asia,Brunei,2020-06-22,437483,NULL,0.00
Africa,Djibouti,2020-10-22,988002,NULL,0.00
Africa,Guinea-Bissau,2020-04-25,1967998,NULL,0.00
Europe,Latvia,2020-10-07,1886202,NULL,0.00
Africa,Liberia,2021-01-18,5057677,NULL,0.00
Europe,Luxembourg,2020-12-19,625976,NULL,0.00
Asia,Philippines,2020-11-13,109581085,NULL,0.00
Africa,Uganda,2020-10-14,45741000,NULL,0.00
Europe,Albania,2020-06-27,2877800,NULL,0.00
Asia,Armenia,2020-05-13,2963234,NULL,0.00
Europe,Bulgaria,2020-06-04,6948445,NULL,0.00
Africa,Cameroon,2021-02-16,26545864,NULL,0.00
Europe,Moldova,2020-08-16,4033963,NULL,0.00
Asia,Myanmar,2020-07-15,54409794,NULL,0.00
Europe,Netherlands,2020-03-22,17134873,NULL,0.00
Asia,Saudi Arabia,2020-03-29,34813867,NULL,0.00
Africa,Egypt,2020-12-15,102334403,NULL,0.00
Africa,Ethiopia,2020-05-19,114963583,NULL,0.00
Asia,Nepal,2020-09-20,29136808,NULL,0.00
North America,Saint Kitts and Nevis,2021-02-14,53192,NULL,0.00
Asia,Sri Lanka,2020-11-28,21413250,NULL,0.00
Africa,Sudan,2020-09-16,43849269,NULL,0.00
Africa,Zambia,2020-09-20,18383956,NULL,0.00
North America,Barbados,2020-04-29,287371,NULL,0.00
North America,Costa Rica,2020-10-17,5094114,NULL,0.00
Africa,South Africa,2020-06-12,59308690,NULL,0.00
Europe,Andorra,2020-07-23,77265,NULL,0.00
Europe,Belarus,2021-01-11,9449321,NULL,0.00
Asia,Kuwait,2021-03-19,4270563,NULL,0.00
Africa,Lesotho,2020-05-21,2142252,NULL,0.00
Europe,Sweden,2020-09-06,10099270,NULL,0.00
Asia,Pakistan,2021-03-10,220892331,NULL,0.00
Europe,Romania,2020-11-10,19237682,NULL,0.00
Oceania,Solomon Islands,2020-11-16,686878,NULL,0.00
Africa,South Sudan,2020-08-10,11193729,NULL,0.00
Europe,San Marino,2020-03-08,33938,NULL,0.00
Asia,Timor,2020-06-01,1318442,NULL,0.00
Europe,Ukraine,2020-05-16,43733759,NULL,0.00
Africa,Rwanda,2020-11-11,12952209,NULL,0.00
North America,United States,2020-06-21,331002647,NULL,0.00
North America,El Salvador,2020-04-12,6486201,NULL,0.00
Africa,Eswatini,2020-09-13,1160164,NULL,0.00
Europe,Germany,2020-08-15,83783945,NULL,0.00
Europe,Poland,2020-10-09,37846605,NULL,0.00
Europe,Iceland,2020-05-15,341250,NULL,0.00
North America,Nicaragua,2021-01-13,6624554,NULL,0.00
North America,Saint Lucia,2020-09-15,183629,NULL,0.00
Europe,Ukraine,2020-11-10,43733759,NULL,0.00
North America,Cuba,2020-10-04,11326616,NULL,0.00
Asia,Myanmar,2021-01-09,54409794,NULL,0.00
Oceania,Samoa,2020-12-26,198410,NULL,0.00
Europe,Slovenia,2020-12-26,2078932,NULL,0.00
Africa,Uganda,2020-11-07,45741000,NULL,0.00
Africa,Djibouti,2021-04-18,988002,NULL,0.00
Africa,Kenya,2021-02-19,53771300,NULL,0.00
Europe,Latvia,2020-04-12,1886202,NULL,0.00
Africa,Mauritius,2021-02-03,1271767,NULL,0.00
South America,Paraguay,2020-09-22,7132530,NULL,0.00
Europe,Russia,2020-12-04,145934460,NULL,0.00
Africa,Tunisia,2020-04-24,11818618,NULL,0.00
Europe,Albania,2020-12-22,2877800,NULL,0.00
South America,Argentina,2020-12-26,45195777,NULL,0.00
North America,Bahamas,2020-05-10,393248,NULL,0.00
Europe,Ireland,2020-12-17,4937796,NULL,0.00
Asia,Syria,2020-12-18,17500657,NULL,0.00
Asia,Oman,2020-07-23,5106622,NULL,0.00
Africa,Rwanda,2020-05-17,12952209,NULL,0.00
Europe,Croatia,2020-06-12,4105268,NULL,0.00
Europe,Italy,2020-11-20,60461828,NULL,0.00
Africa,Namibia,2020-11-24,2540916,NULL,0.00
Oceania,Vanuatu,2020-12-07,307150,NULL,0.00
Asia,Palestine,2020-04-12,5101416,NULL,0.00
Asia,United Arab Emirates,2020-05-03,9890400,NULL,0.00
Oceania,Australia,2020-11-27,25499881,NULL,0.00
Asia,Bangladesh,2020-08-14,164689383,NULL,0.00
South America,Brazil,2020-12-12,212559409,NULL,0.00
Asia,Cambodia,2020-06-24,16718971,NULL,0.00
Asia,Iraq,2021-02-19,40222503,NULL,0.00
Africa,Comoros,2020-11-07,869595,NULL,0.00
Oceania,Fiji,2020-05-31,896444,NULL,0.00
Europe,Finland,2020-08-10,5540718,NULL,0.00
Asia,Laos,2020-11-07,7275556,NULL,0.00
Africa,Morocco,2020-06-19,36910558,NULL,0.00
Africa,Sierra Leone,2021-01-01,7976985,NULL,0.00
Europe,France,2020-08-03,68147687,NULL,0.00
Europe,Guernsey,2021-04-11,67052,NULL,0.00
North America,Haiti,2020-05-17,11402533,NULL,0.00
Africa,Kenya,2021-01-26,53771300,NULL,0.00
Asia,Malaysia,2020-07-27,32365998,NULL,0.00
Asia,Mongolia,2020-09-05,3278292,NULL,0.00
Africa,Niger,2020-12-18,24206636,NULL,0.00
North America,Belize,2020-08-15,397621,NULL,0.00
Africa,Gabon,2021-01-18,2225728,NULL,0.00
Africa,Senegal,2020-12-16,16743930,NULL,0.00
Asia,Uzbekistan,2020-05-23,33469199,NULL,0.00
Africa,Cote d'Ivoire,2020-04-30,26378275,NULL,0.00
Africa,Malawi,2020-06-23,19129955,NULL,0.00
Asia,Nepal,2020-03-26,29136808,NULL,0.00
Asia,Tajikistan,2021-03-08,9537642,NULL,0.00
Asia,Bahrain,2021-01-31,1701583,NULL,0.00
Europe,Serbia,2020-06-10,6804596,NULL,0.00
South America,Bolivia,2020-06-11,11673029,NULL,0.00
Asia,Kuwait,2020-09-22,4270563,NULL,0.00
Europe,Moldova,2020-09-09,4033963,NULL,0.00
Africa,Botswana,2020-10-19,2351625,NULL,0.00
North America,Dominica,2020-05-31,71991,NULL,0.00
Europe,Spain,2020-05-13,46754783,NULL,0.00
Asia,China,2020-09-27,1439323774,NULL,0.00
Oceania,New Zealand,2020-11-13,4822233,NULL,0.00
Africa,Senegal,2020-06-21,16743930,NULL,0.00
North America,Honduras,2020-09-09,9904608,NULL,0.00
North America,Jamaica,2021-04-19,2961161,NULL,0.00
Asia,Japan,2020-03-29,126476458,NULL,0.00
Asia,Maldives,2020-05-12,540542,NULL,0.00
Europe,Malta,2020-06-26,441539,NULL,0.00
Europe,Spain,2020-06-06,46754783,NULL,0.00
Oceania,Papua New Guinea,2020-05-08,8947027,NULL,0.00
Europe,Romania,2020-12-25,19237682,NULL,0.00
Asia,Israel,2020-02-25,8655541,NULL,0.00
South America,Colombia,2020-06-01,50882884,NULL,0.00
Europe,Malta,2020-04-11,441539,NULL,0.00
Africa,Mauritania,2020-09-25,4649660,NULL,0.00
Europe,Slovenia,2020-08-01,2078932,NULL,0.00
Asia,Brunei,2020-12-17,437483,NULL,0.00
Europe,Finland,2020-10-25,5540718,NULL,0.00
North America,Mexico,2020-06-21,128932753,NULL,0.00
South America,Brazil,2020-04-09,212559409,NULL,0.00
Europe,Czechia,2020-11-21,10708982,NULL,0.00
North America,Dominican Republic,2020-04-14,10847904,NULL,0.00
Africa,Guinea-Bissau,2021-04-09,1967998,NULL,0.00
Africa,Liberia,2021-04-30,5057677,NULL,0.00
Asia,Vietnam,2020-04-22,97338583,NULL,0.00
Africa,Djibouti,2020-03-27,988002,NULL,0.00
Europe,France,2020-09-17,68147687,NULL,0.00
Asia,Indonesia,2020-06-20,273523621,NULL,0.00
North America,Canada,2020-03-13,37742157,NULL,0.00
South America,Colombia,2020-11-26,50882884,NULL,0.00
Africa,Eritrea,2021-04-22,3546427,NULL,0.00
Asia,Kyrgyzstan,2020-07-16,6524191,NULL,0.00
Asia,Nepal,2020-02-17,29136808,NULL,0.00
Asia,Thailand,2020-11-18,69799978,NULL,0.00
Oceania,Fiji,2020-07-15,896444,NULL,0.00
Asia,Malaysia,2020-09-10,32365998,NULL,0.00
Europe,Serbia,2020-07-18,6804596,NULL,0.00
North America,Honduras,2020-07-26,9904608,NULL,0.00
Africa,Madagascar,2020-12-16,27691019,NULL,0.00
Europe,Albania,2020-10-07,2877800,NULL,0.00
Africa,Libya,2020-03-18,6871287,NULL,0.00
Asia,Taiwan,2020-04-12,23816775,NULL,0.00
Africa,Angola,2020-05-17,32866268,NULL,0.00
Africa,Comoros,2020-12-15,869595,NULL,0.00
North America,Jamaica,2020-06-05,2961161,NULL,0.00
Europe,North Macedonia,2021-03-13,2083380,NULL,0.00
Europe,Russia,2020-09-15,145934460,NULL,0.00
Asia,Laos,2020-12-22,7275556,NULL,0.00
Oceania,Papua New Guinea,2020-10-09,8947027,NULL,0.00
Europe,Bosnia and Herzegovina,2020-06-24,3280815,NULL,0.00
Africa,Niger,2020-10-03,24206636,NULL,0.00
Asia,Philippines,2020-07-10,109581085,NULL,0.00
Africa,South Africa,2020-07-06,59308690,NULL,0.00
Europe,United Kingdom,2020-06-10,67886004,NULL,0.00
North America,Antigua and Barbuda,2020-09-24,97928,NULL,0.00
Asia,Georgia,2020-06-25,3989175,NULL,0.00
North America,Grenada,2020-07-24,112519,NULL,0.00
North America,Costa Rica,2020-06-06,5094114,NULL,0.00
Africa,Eswatini,2021-03-10,1160164,NULL,0.00
Africa,Guinea,2020-12-25,13132792,NULL,0.00
Oceania,Micronesia (country),2021-04-21,115021,NULL,0.00
Oceania,New Zealand,2020-06-19,4822233,NULL,0.00
Europe,San Marino,2020-09-26,33938,NULL,0.00
Africa,Seychelles,2020-09-10,98340,NULL,0.00
Asia,Singapore,2020-02-14,5850343,NULL,0.00
Asia,Timor,2020-11-26,1318442,NULL,0.00
South America,Uruguay,2020-11-26,3473727,NULL,0.00
Africa,Mali,2020-05-01,20250834,NULL,0.00
North America,Nicaragua,2020-07-19,6624554,NULL,0.00
North America,Saint Lucia,2020-03-21,183629,NULL,0.00
Asia,Thailand,2020-02-14,69799978,NULL,0.00
Africa,Togo,2021-04-20,8278737,NULL,0.00
South America,Colombia,2020-07-16,50882884,NULL,0.00
North America,Guatemala,2020-03-26,17915567,NULL,0.00
Europe,Hungary,2020-03-24,9660350,NULL,0.00
Europe,Latvia,2020-12-22,1886202,NULL,0.00
Europe,Luxembourg,2020-10-04,625976,NULL,0.00
North America,United States,2020-05-07,331002647,NULL,0.00
Asia,Vietnam,2020-10-17,97338583,NULL,0.00
Europe,Albania,2020-04-12,2877800,NULL,0.00
Europe,Netherlands,2020-10-31,17134873,NULL,0.00
Europe,Norway,2020-04-08,5421242,NULL,0.00
North America,Antigua and Barbuda,2020-03-30,97928,NULL,0.00
Europe,Cyprus,2020-08-09,875899,NULL,0.00
South America,Peru,2020-11-30,32971846,NULL,0.00
North America,Dominican Republic,2021-04-22,10847904,NULL,0.00
Asia,Bhutan,2021-01-30,771612,NULL,0.00
Asia,Bahrain,2020-06-29,1701583,NULL,0.00
Africa,Central African Republic,2020-05-31,4829764,NULL,0.00
North America,Guatemala,2020-08-20,17915567,NULL,0.00
Oceania,Micronesia (country),2021-03-28,115021,NULL,0.00
Asia,United Arab Emirates,2020-07-11,9890400,NULL,0.00
Europe,Bosnia and Herzegovina,2020-12-19,3280815,NULL,0.00
Asia,Kazakhstan,2021-02-20,18776707,NULL,0.00
Africa,Zambia,2020-05-10,18383956,NULL,0.00
Asia,Afghanistan,2021-04-23,38928341,NULL,0.00
Africa,Democratic Republic of Congo,2020-05-26,89561404,NULL,0.00
Africa,Ghana,2021-03-21,31072945,NULL,0.00
South America,Guyana,2021-01-18,786559,NULL,0.00
Asia,Japan,2020-11-08,126476458,NULL,0.00
Africa,Botswana,2020-06-08,2351625,NULL,0.00
Africa,Niger,2020-04-08,24206636,NULL,0.00
South America,Venezuela,2020-05-21,28435943,NULL,0.00
North America,Bahamas,2021-01-12,393248,NULL,0.00
Africa,Cote d'Ivoire,2021-01-09,26378275,NULL,0.00
Africa,South Sudan,2020-08-17,11193729,NULL,0.00
Africa,Sudan,2020-08-09,43849269,NULL,0.00
Europe,Ukraine,2020-10-10,43733759,NULL,0.00
North America,Dominican Republic,2020-05-08,10847904,NULL,0.00
Europe,Italy,2020-12-14,60461828,NULL,0.00
Asia,Kuwait,2020-06-05,4270563,NULL,0.00
Asia,Mongolia,2021-02-23,3278292,NULL,0.00
Asia,Pakistan,2020-12-05,220892331,NULL,0.00
Asia,Syria,2020-10-03,17500657,NULL,0.00
North America,Jamaica,2020-11-30,2961161,NULL,0.00
North America,Saint Vincent and the Grenadines,2021-03-13,110947,NULL,0.00
Asia,Saudi Arabia,2020-08-09,34813867,NULL,0.00
Africa,Gabon,2021-04-28,2225728,NULL,0.00
Europe,Iceland,2020-08-25,341250,NULL,0.00
Africa,Lesotho,2020-10-15,2142252,NULL,0.00
North America,Nicaragua,2020-11-29,6624554,NULL,0.00
Asia,Saudi Arabia,2021-01-10,34813867,NULL,0.00
Asia,China,2020-12-12,1439323774,NULL,0.00
Europe,Liechtenstein,2020-12-08,38137,NULL,0.00
Africa,Sierra Leone,2020-08-14,7976985,NULL,0.00
Africa,Tanzania,2020-07-03,59734213,NULL,0.00
Africa,Togo,2020-03-29,8278737,NULL,0.00
Africa,Liberia,2020-11-03,5057677,NULL,0.00
Asia,Maldives,2020-10-30,540542,NULL,0.00
Europe,Spain,2020-06-20,46754783,NULL,0.00
Asia,Uzbekistan,2020-07-31,33469199,NULL,0.00
Africa,Burundi,2020-05-11,11890781,NULL,0.00
North America,Haiti,2020-10-04,11402533,NULL,0.00
Asia,Lebanon,2020-10-13,6825442,NULL,0.00
Africa,Morocco,2020-12-07,36910558,NULL,0.00
Asia,Turkey,2020-06-07,84339067,NULL,0.00
Asia,Indonesia,2020-12-15,273523621,NULL,0.00
Europe,Monaco,2020-04-29,39244,NULL,0.00
Europe,Romania,2020-06-30,19237682,NULL,0.00
Asia,South Korea,2020-05-06,51269183,NULL,0.00
Europe,Vatican,2020-07-05,809,NULL,0.00
South America,Bolivia,2020-07-26,11673029,NULL,0.00
Europe,Serbia,2020-12-05,6804596,NULL,0.00
Asia,Singapore,2020-08-03,5850343,NULL,0.00
Asia,Tajikistan,2021-02-12,9537642,NULL,0.00
Asia,Afghanistan,2020-07-24,38928341,NULL,0.00
Africa,Central African Republic,2020-08-08,4829764,NULL,0.00
Asia,Israel,2020-11-05,8655541,NULL,0.00
Europe,Liechtenstein,2020-10-24,38137,NULL,0.00
South America,Argentina,2020-01-12,45195777,NULL,0.00
Africa,Benin,2021-02-16,12123198,NULL,0.00
Asia,Bhutan,2020-10-27,771612,NULL,0.00
North America,El Salvador,2020-10-07,6486201,NULL,0.00
Africa,Mali,2021-04-15,20250834,NULL,0.00
Europe,Monaco,2020-08-16,39244,NULL,0.00
Europe,Netherlands,2021-03-13,17134873,NULL,0.00
North America,Nicaragua,2021-02-06,6624554,NULL,0.00
North America,Panama,2020-08-18,4314768,NULL,0.00
North America,Saint Vincent and the Grenadines,2021-02-03,110947,NULL,0.00
Europe,Czechia,2020-03-12,10708982,NULL,0.00
North America,Guatemala,2021-03-10,17915567,NULL,0.00
Asia,Qatar,2020-12-18,2881060,NULL,0.00
Europe,North Macedonia,2021-01-03,2083380,NULL,0.00
Asia,Thailand,2020-09-03,69799978,NULL,0.00
Europe,Vatican,2020-12-23,809,NULL,0.00
Europe,Estonia,2020-04-27,1326539,NULL,0.00
Europe,Finland,2020-02-14,5540718,NULL,0.00
North America,Haiti,2020-11-11,11402533,NULL,0.00
Europe,Ireland,2020-06-22,4937796,NULL,0.00
Asia,Malaysia,2020-01-31,32365998,NULL,0.00
Asia,Mongolia,2020-03-11,3278292,NULL,0.00
South America,Suriname,2021-01-23,586634,NULL,0.00
Africa,Angola,2021-01-26,32866268,NULL,0.00
North America,Antigua and Barbuda,2020-05-07,97928,NULL,0.00
North America,Cuba,2021-03-31,11326616,NULL,0.00
North America,Jamaica,2020-10-23,2961161,NULL,0.00
Asia,Kazakhstan,2020-05-23,18776707,NULL,0.00
Europe,Malta,2020-12-21,441539,NULL,0.00
Asia,South Korea,2020-03-29,51269183,NULL,0.00
Africa,Cape Verde,2020-06-11,555988,NULL,0.00
Africa,Democratic Republic of Congo,2021-02-23,89561404,NULL,0.00
North America,Grenada,2021-01-11,112519,NULL,0.00
North America,Honduras,2020-10-03,9904608,NULL,0.00
Asia,Iran,2020-06-03,83992953,NULL,0.00
Europe,Italy,2020-05-26,60461828,NULL,0.00
Oceania,Marshall Islands,2021-02-20,59194,NULL,0.00
Asia,South Korea,2020-04-29,51269183,NULL,0.00
Europe,Czechia,2020-09-30,10708982,NULL,0.00
Oceania,Fiji,2020-10-25,896444,NULL,0.00
Africa,Morocco,2020-06-26,36910558,NULL,0.00
Asia,Pakistan,2020-09-20,220892331,NULL,0.00
Africa,Senegal,2020-12-09,16743930,NULL,0.00
Europe,Norway,2020-08-12,5421242,NULL,0.00
North America,Saint Kitts and Nevis,2020-08-27,53192,NULL,0.00
Africa,Zambia,2021-03-10,18383956,NULL,0.00
Asia,Afghanistan,2020-06-23,38928341,NULL,0.00
North America,Grenada,2020-07-17,112519,NULL,0.00
South America,Guyana,2020-03-20,786559,NULL,0.00
Asia,Iran,2020-11-28,83992953,NULL,0.00
Asia,Iraq,2020-02-29,40222503,NULL,0.00
Africa,Kenya,2020-09-01,53771300,NULL,0.00
Asia,Malaysia,2020-12-21,32365998,NULL,0.00
Africa,Eswatini,2021-03-03,1160164,NULL,0.00
Europe,Montenegro,2021-02-08,628062,NULL,0.00
Asia,Armenia,2020-11-07,2963234,NULL,0.00
Asia,Iraq,2020-08-25,40222503,NULL,0.00
Asia,Kyrgyzstan,2021-02-03,6524191,NULL,0.00
North America,Canada,2020-10-22,37742157,NULL,0.00
North America,Cayman Islands,2021-04-17,65720,NULL,0.00
Africa,Eritrea,2021-03-08,3546427,NULL,0.00
Africa,Ghana,2020-03-30,31072945,NULL,0.00
Asia,India,2021-01-13,1380004385,NULL,0.00
Asia,Laos,2020-05-13,7275556,NULL,0.00
Africa,Sao Tome and Principe,2020-07-22,219161,NULL,0.00
Europe,Slovakia,2020-10-22,5459643,NULL,0.00
Asia,Bangladesh,2021-02-08,164689383,NULL,0.00
Africa,Cameroon,2020-08-22,26545864,NULL,0.00
